text,label
"חברים יקרים , עוד מעט תתחיל ישיבת קבינט ו שם יוחלט על המשך ה פעולה המשך ה פעולה צריך להיות סיפוח מחדש של גוש קטיף ו ה רצועה תוך כניסה לעזה לעשות שם סדר באוסלו נתנו את יו ש ו קיבלנו טרור , מה עשינו ? החזרנו את ה שליטה ב 2002 ו מיגרנו את ה טרור לפחות את ה מתאבדים כמעט לגמרי . הגיע ה זמן לעשות זאת שוב ו לקחת את גורלנו ב ידינו אחרי ה רקטה ה באה מחזירים את ה שטחים ב רצועת עזה ו מחזירים את ה תושבים ש חלקם עדיין לא יושבו הביתה ו מפסיקים את טרור ה רקטות ! https ww.facebook.com hithabrut",0
בושה ל מדינה יהודית נשיא כמו אתה !! מאחל ל אתה ש כל ילדיך יתחתנו עם ערבים !,0
ש לא יבלבלו את אתה . מעריכים ו אוהבים את אתה .,1
"רובי הביע את אותן ה עמדות , פשוט יש ש לא קראו את הן קודם ל ה כן .",1
"ב ה הצלחה ה נשיא רובי ריבלין , מחכים ל אתה אתגרים רבים ב ייצוג ה מדינה הכי קשה ל ייצוג ל חיים טובים",1
פשוט עצוב !! לא נתפס קשה להאמין ו להכיל את גודל ה אסון ש פקדה את ה משפחה,1
"ה טוב ו ה ראוי ניצח . ברכות ו תקוות . הצלחתך , הצלחתנו .",1
חג שמח יא קוסם,0
כמה אהבה יש ב ה נשמה ל מדינת ישראל אל אתה !! אוהבים את אתה כבוד ה נשיא .. הרגשתי ה אישית ש ב ה מעלותיך ה רמות של כבוד ה אדם ו אהבת ה ארץ .. אתה ללא ספק הולך ל יהיות ה נשיא ה מכובד ביותר ש ידעה מדינת ישראל פרס לא שכחנו את אתה ל רגע כמובן שאתה מיוחד ב דרכך ב ה ש תצליח ב כל ה אתגרים ש יעמדו לפני אתה .. חזק ו אמץ .,1
ב ה הצלחה ב ה תפקיד ה חדש ו שתי זכה ל חתונת כל ה נכדים,1
כאב לב אמיתי !! לא יאןמן כמה ש זה לא נתפס ו עצוב,1
אמן ! אני מתפללת ש ה חוטפים יעשו איזו טעות ו ה בנים ישובו הביתה ..,1
חג ש מ חלמשפחת ריבלין,1
ברור אנחנו גזע מיוחד,0
הומובאמה,1
כל ה כבוד ל ה נכד של אתה ש צילם את אתה ככה במיוחד ו גם ל אתה ש הסכמת יישר כוח !!,1
ה נשיא ה בית רי ה ראשון תל חי,1
טמטום יהודי ש מצטט מנהיג של שחורים בארה ב במקום ש יצטט מ ה תורה,0
בית שאן גאה ב אתה כבוד ה נשיא !,1
רובי ה יקר אנו אוהבים את אתה ו את פועליך כ נשיא ה מדינה . עלה ו ה צלח . רחל ו יקיר הוד ה שרון .,1
נתפלל כולנו ל שלומם שיחזרו בריאים ו שלמים ל בתיהם במהרה,1
המון הצלחה אתה ראוי ל זה !!,1
רובי ה יקר כל כך שמחה ו גאה ב בחירתך היום . אני בטוחה ש אתה תמלא את תפקידך ב כבוד ו ב יראה ו עם המון חדווה הומור ו הכי חשוב תפיח רוח חדשה ב ה מוסד ה קודר משהו ש מאבד מ זוהרו ו יוקרתו . עלה ו ה צלח . יחי רובי ו תחי מדינת ישראל,1
עם ישראל בכה את היא על אתה ילד מקסים,1
יזונהה,1
נשמה קטנה יהי זכרו ב ה רוך,1
"ישר כוח רובי , בוא נקווה ש תמשיך ב דרכו של פרס ל ה קרב ו להכשיר לבבות בין שני ה עמים .",1
איבדנו עוד מצטיין נשיא ..,1
אציל נפש ו מופת ה אדם יקר ל כולנו נשיאנו ה נערץ,1
ה יקום דמו !! יהי זכרו ב ה רוך ! ש הוריו ינוחמו מן ה שמיים,1
קיץ נעים ..,1
מרגש מאד לקרוא את ש כתבה אשתו של ריבלין.במדה ו אמנם ייבחר מאד חשוב ש ה אשה ש את הוא תהיה ל הוא לעזר.ב ה צ ל ח ה,1
פסיכופתיים,1
מגיע ל אתה !!,1
לעשות מחר יום אבל לאומי,1
רובי ריבלין ה נשיא ה נבחר ו איש יקר ל ירושלים אשר פגשתי לא אחת את אתה ב שכונת נחלאות ה יפייפיה ב סוף שנות ה שבעים עם ילדיך יפיי ה תואר . תמיד אהבתי את אתה כ אדם ו שמח ש נשיא אתה ל אני ו ל אנחנו . תצליח ב בריאות מצוינת ו אריכות ימים .,1
אין מה לעשות .. כש אנחנו יהודים לא בוחרים ב השם יתברך .. זה מה ש אנחנו מקבלים במשך ה שנים .. מנהיגים ליצנים ו מסוכנים ..,0
אלוהים יברך את הם ב חיים ארוכים . ו מחר אתה תהיה נשיאינו ה בא . ב הצלחה ..,1
השפוטה,1
ב הצלחה !!,1
ב ה הצלחה איש טוב,1
ומיללת,1
"האמנתי ל אתה ו מאמין ל אתה ב כל מילה , ב הצלחה",1
זה ה שלט ש הנפתי ב לרנקה לא אתן ל אף אחד להשחיר את מכבי של אני,0
רובי ב ה הצלחה אוהבים את אתה,1
יש כאן תגובות של אנשים ש לא שמעו על חוקי נירנברג . ניסו את זה כבר . על אנחנו .,1
ב ה הצלחה ל אתם כבוד ה נשיא ו רעיתו תיצג את עמנו ב כבוד,1
אשת חיל כל ה כבוד ל אשת ה נשיא ה בא ב עזרת ה,1
ישר כוח !,1
סוף טוב ה כל טוב .,1
תפרנית,1
מרגש ! ב הצלחה ב ה תפקיד ה חדש,1
חג שמח ב ה הצלחה אוהבים את אתה,1
מה יש ? ל מה צועק ? ל אתה תתחתן עם ערביה חופשי . כל אחד ו ה פנטזיה של הוא,1
ב ה הצלחה !,1
ו ואו !,1
מורידה ב פניו את ה כובע על ה מילים ה אלו .. צודק ב כל מילה,1
יחי נשיא מדינת ישראל .. יחי..יחי .. יחי ..,1
"צר ל אנחנו לאכזב את אתה , אך אנחנו לא מאמינים ל ה מחבלים עם חליפה ו עניבה !! נתנו ל הם פעם אחת נפתח ל הם ה תיאבון לא עוד ..",0
כבוד ה נשיא אני רוצה לומר ל אתה משהו ש כואב ל אני אני בן 1028 רוצה להיתגייס ל שרות בתי ה סוהר אני אנמי יכול כי לא בימתי בית ב פר תיכון אבל ערבי ש רוצה מ יתקבל בלי בעיה אני רוצה ש תעזור ל אני .. אני רוצה לפגוש את אתה תודה ניר נ.ב אני קיווה את היא ש אתה רעה את היא את מה ש רשמתי ו מתייחס,0
כמו ש כל ה עולם ו אישתו מגנה את זה ש קוראים קריאות גזעניות נגד ראדי למה לא יוצאים נגד ה ערבים ש קוראים קריאות גזעניות ו תוקפים יהודים ב מדינת ישראל ו לא רק ב מגרשי ה כדורגל,0
איזה כיף להגיד שבת טובה ל נשיאנו רובי ריבלין ה יקר אין ל אני ספק ש תאחד את ה עם סביב אתה ה עם את אתה,1
כבוד ה נשיא Reuven Rubi Rivlin ראובן רובי ריבלין .. איש אציל אשר מתנהל ב תקינות מצטיינת !! פניו ל שיוויונות ו ל שלום !,1
שכנזי,1
סוף סוף יש צדק הכי ראוי מ כולם הכי מתאים מ כולם לא עזרו ה נסיונות של כל ה פוליטיקאים ה רדודים ש ניסו להפיל את רובי זה סגירת מעגל מאחל ל אתה הצלחה גדולה אמן,1
תפסיקו עם ה סיסמאות אנחנו רוצים קבלות ! אתה ב יתרי יודע מה זה קבלות ב שבילינו !,0
רובי .. ש יזדיינו את ה בנות של אתה ערבים .. יזבל,0
את אתה ל מירי רגב !!,0
דמוקרטיה היא ה יסוד .,1
מדהים ו מרגש ! משפחת ריבלין זאת משפחה ל תפארת ו אין ב ה זה בכלל ספק .,1
גם ב ה צד ה שני נהרגו ילדים יותר מ ארבע מאות ילדים נהרגו ללא שום סיבה נהרגו ב דם קר גם הם מגיע ל הם לחיות חיים טובים ו לחלום כמו שאר ה ילדים ב ה עולם תפסיקו את ה מלחמה ש רק ה ילדים נהרגים ב היא די ל הרג חפים מ פשע ..,0
הגמד,1
שמ לאנים,1
יחי נשיא מדינת ישראל ..,1
כבוד ה נשיא ב הצלחה ..,1
"אנני מכיר את אתם כ ה זוג ו כ ה אנשים , אבל אחרי ש קראתי את ש כתבת הייתי מאד רוצה ש רובי יהיה ה נשיא ה בא של ה מדינה , ו ש אשה כמו אתה תהיה אשת ה נשיא ה בא , כבוד ל אנחנו ב הצלחה .",1
ובנוכלות,1
", תודה רבה ל אתה ש החלטת לרוץ ל ה מועמדות , ו אנחנו זכינו ל ה נשיא נ ה ד ר . לכבוד הוא ל כולנו כבוד ה נשיא ה אהוב על אנחנו .",1
שבוע טוב ו ב הצלחה,1
כבוד ה נשיא כש נפגשנו ב מפגש ה אש ה יתי עים אבא של אני ארתור שור קו 5 אמרתי ל אתה שאתה תנצח אז עניתה ל אני ש קשה לנצח ראש ממשלה ו אמרתי ל אתה ש זה בסדר אפשר ו אתהבבו היום ננבחר תהיה ה נשיא נו ב ע ה זה התגשם ב הצלחה ו שבת שלום .,1
זונהה,1
תפרנים,1
מזל טוב ל ה נשיא ה חדש של אנחנו עלה ו ה צלח,1
"ה שם ישמור , רובי הופך ל פרס 2",0
"תפסיק לנסות למצוא חן ב עיני כולם . אתה גורם ל אני להקיא ב התנהגותך ה מתייפייפת . נבחרת כ נציג ה ימין . כל קודמך ב ה תפקיד , ש נבחרו כ נציגי ה שמאל לא חששו להביא את עמדתם ל ה תפקיד . אתה פתאום ניסה את היא להיות ממלכתי יתר על ה מידה ו לנסות למצוא חן ב עיני כולם . אל תדאג , מה ש לא תעשה ב עיני ה חלק ה שמאלי של ה מפה ה פוליטית תמיד תשאר נציג פרימיטיבי של ה ימין .",0
ה בחירה של אתה היא ה תודה הכי מושלמת בשביל אנחנו,1
יהי זכרם ב ה רוך,1
ש בת שלום תצליח אתה תהיה ה נשיא,1
רק ל אתה זה מתאים נקי כפיים ב הצלחה,1
אין על אתה .. איש יקר !! ה נשיא ה בא של ה מדינה כולה !!,1
"אם הייתה ב זמנו כאשר נתן ל אתה ה בורא , לתת עונש מוות ל מחבלים רוצחים , ו לצערנו ה תנגדתה אתה ו חברך שיטרית , ו ב כך סתמתה את ה גולל על זה , אם היה ה הפך , לא הייתה בא היום ל הלוויה של ה ילד , כי כל ה מלחמה ה זאת פרצה בגלל רצון ה מחבלים לשחרר את חברים ש נמצאים ב בתי ה סוהר , ו לא אחרי חבל תליה .",0
מתחיל ב רגל ימין לקראת תחילת ה כהונה . ל ה קירוב לבבות ו ל אחדות,1
מטומטמת,1
"כבוד ה נשיא ה נבחר.בזמן ש צער ו יגון שוטפים את אנחנו על ה רצח ה מתועב של אחינו , נפתלי גלעד ו איל , ה קב ה ייקום דמם , כותבת ל היא ה אישה ה בזויה ו ה נתעבת חנין זועבי כאילו חס ו שלום היו אלו ה נערים ש תקפו את חוטפיהם.אני שואל את אתה כבוד ה נשיא , עד מתי עזות ה מצח ? עד מתי ה רשעה ה זאת תעלוז ? האם אנו כ מדינה ו כ חברה לא יכולים אחת ו לתמיד ב מסגרת ה חוק להוקיע את היא ? להרחיק את היא מ בית ה נבחרים ש ה סמל של הוא הוא סמל ה מנורה ? ה מנורה מסמלת משהו טהור , ו ב בית ה נבחרים יושבת סמל ה רוע ו ה שנאה כלפי אני ה עם ה יהודי ה יושב ב ה ציון . אסיים ב תקווה ו ב ה תפילה לעולם לא עוד !! לעולם לא יעמוד יהודי חסר אונים מול מרצחים בני עוולה .",0
"ב ה הצלחה , ישר כח",1
"אדוני ה נשיא , תודה על ישרך ה פנימי ו גישתך ה הומניסטית .",1
כל ה כבוד ל אתה אדוני ה נשיא ! אתה ראויי ו אתה נשיא של כוולם ב הצלחה ב המשך דרכך,1
ב עזרת ה שם ב זכותך ראובן ריבילין נשיאנו תחוקק חוק מוות ל ה מחבלים ללא פדרה ו ללא תנאים,1
מ זה רוצחים מ ה ימין ? יש אולי 3 כ ה אלה .. יש הרבה יותר דברים לסדר עם ה מחבלים ה ערבים מאשר עם שתי ה מחבלים ה יהודים,1
מרגשת ! ב הצלחה ל אתם !,1
נשיא ה מדינה ה לבן ו ה מנותק חכם ב ה דיבורים . הוא לא יהיה שם ב רגע ה אמת לעזור ל היא לטפל ב פצעי ה מכות ה איומות ש היא תקבל . מנותק ו מנוכר מ עמו . אני בז ל הוא .,0
רובי ה יקר מאחלת ל אתה הצלחה ב תפקידך ה חדש כבוד ה נשיא עלה ו ה צל,1
"תורתנו תורת אמת . הומנית ו מתחשבת , ו ה גדרות ש אנו מציבים תחילה הם על אנחנו . יחי נשיא מדינת ישראל .",1
מעניין מי כותב ל הוא את כל זה חבל אני מבין ש אתה נשיא של כולם אבל תתייחס ל ה בעיה הכי גדולה של ה עם ה יהודי היום ו היא נישואי תערובת ! לא ל אחת מטומטמת או לא ש לא ידעה ו לא הכירה את דתה ו ה לכה ו ה תסלאמה ו חבל על כל נשמה יהודית ש הולכת ל אנחנו ! נשיא מדינת ישראל מתייחס ל הפגנות מה קרה את היא ל אנחנו,0
אשת חייל .. לאיש אשכולות .. ברכות לבביות על ה יבחרך ל אזרח מס 1 של מדינת ישראל .. ב טוחני כ מי ש מכיר את אתה שנים ו בניגוד ל דעת אחרים כי נעליו של ה יוצא יהיו צרות מ להכיל את כפות רגלייך .. יישר כח חברי כבוד ה נשיא ראובן רובי ריבלין,1
ש כ ו י יח,1
איבדת את ה אמון מ המון אנשים בגלל ה תמיכה של אתה ב התבוללות ..!! אתה מדבר על שנת שמיטה על פרשת שבוע לפחות על זה פתחת חומש אבל לא פתחת חומש ו ציטטת את זה ש אסור להתחתן עם גוי חבל ש אתה מצטט על מה ש טוב ב עיניך !!,0
כל ה כבוד כבוד ה נשיא גאים ב אתה,1
"בקשה אישית ל אני אל אתה אדוני נשיא ה מדינה מר ראובן ריבלין . אבקשך להורות ל כול חברי הכנסת בישראל , להפסיק את ה שימוש ה כוזב ב ה מילה טפטופים כש ממש יורים על אנחנו פגזי מרגמות ו טילים . גם פצמ ר אחד איננו טפטוף . ה טרמינולוגיה ה זו מניפולטיבית במיוחד ו יש ב היא גניבת דעת . חבל ש חברי כנסת נפלו ל פח ש טמנה ל הם ה תקשורת , ו הם מאמצים ב דעת ו ב בלי דעת את ה כזב . כל מי ש משתמש ב ה מילה טפטופים שותף בעקיפין ל המשך ירי ה פגזים על ישראל , ו מבלי ש נגיב , כי זה כ אמור , רק טפטופים .",0
עצוב .,1
ברכות חמות ל כבוד ה נשיא ראובן ריבלין ש יהיה בריא ה נכד ו ימשיך להפתיע את אתה,1
שהברברים,1
רובי ריבלין . קודם כל מזל טוב ו שפע ברכות . אני לא ממש יודעת עדיין מי אתה ו גם לא ממש מכירה את פעלך . אבל ש מעון פרס הוא אדם ש מאוד מאוד אהבתי ו הערכתי . אנחנו קבוצה גדולה מאוד של אנשים אמנים . מרפאים . אנשי רוח . מורים מ מגוון תחומים ו מגוון דתות ו לאומים . ש מייחלים להביא את ה עולם ל ה מקום של אחווה שלום שיתוף הבנה ו שגשוג כלכלי רוחני . שגשוג בכלל . ו מאוד מקווים שאתה תהיה חלק פעיל ב ה מאמץ ה משותף של כולנו לשיח ריפוי ו שלום עולמי . אנחנו .,1
"מזל טוב ו ישר כוח . ניצחת בזכות ה יושר של אתה ו על כן , חבריי ו אני מקווים ש תמשיך ב פועלך למען זכויות אדם , ערכים ו שמירה על ה דמוקרטיה .",1
ברכות ל זכיתך ה נשיא ה 10,1
חמודה ..,1
איזו אצילות !!,1
בגזענותו,1
גם אני ידעתי.תצליח .,1
תתבייש ל אתה אדוני ה נשיא אתה עוקר את ה תורה !! תתבייש,0
"אני את אתה רובי , אני לא שמח ב לשון ה מעטה מ החלטתם של בני ה זוג . אבל הם אנשים בוגרים ש החליטו על המשך חייהם ללא כפייה .",1
הרשעים,1
ש בת שלום ו מנוחה של ממש . גאים ב אתה . משפחת בן קסוס מ מגדל ה עמק,1
מא אמירן כהן ה נשיא כתב ש הוא חתם על אדי לפני זמן רב ו לא בגלל היותו נשיא . ל עת עתה הוא ישר ו אמין שמו ה טוב הולך לפני הוא . ו כוונת אמירתו להוסיף אנשים נוספים ל אדי תבוא על אתה ברכה מר ראובן רבלין .,1
חייבים לסגור את מועדון בית ר ירושלים בגלל ה גזענות ה מזעזעת של אוהדיו ה נבערים מ דעת,1
יחי כבוד ה נשיא . ה חכם ה אוהב ה עניו ו ה מושלם .,1
נשיא ראוי ו אהוב על כל ה עם ! ב ה צ ל ח ה !,1
"ראיתי את מאמרו ה מלומד של אבשלום קור ש צריך לומר Ruvi , ו לא Rubi ו השתכנעתי , אז מה , אתה מתעקש על Rubi ? למה ?",0
"אדוני ה נשיא , אני גאה ב אתה ! אי קטן של שפיות ב מדינה ש מאבדת את ה מוסריות של היא ו את ערכי ה יסוד עליהם היא קמה . גאה על ה עובדה ש את היא ה נשיא של מה ש נשאר מ מדינת ישראל .",1
"סוף סוף יש ל אנחנו נשיא ! עד עכשיו היה ל אנחנו גיס חמישי של ה שמאל , ו אדריכל אוסלו , עם שיגעון גדלות ו חשק בלתי מוסבר ל פרסי נובל .. רובי אנחנו את אתה ! נקי ו צח !",1
רובי לא טוב . אז מה אן אמר כמה מילים ב ה פועל ה ןוא מעביר כספים ל טרוריסטים,0
ו אני רוצה נוסף על לברך את אתה ב שבת שלום לאחל ל אתה את מלוא ה הצלחה אנחנו את אתה ..,1
דניאל קבלן שיפוצים ו אינסטלציה זה לא הזמו להכליל בן אדם ו לשנוא את הוא למרות רעתך על הוא .. הוא יהודי כמו אתה ו כמו אני,0
"חברים . במקום להתעסק ב ברכות , תתעסקו ב תפילות . 2 ב חורי ישיבה נחטפו ב חברון אתמול ב ה לילה .. ידעתם ? מתעסקים ל אני ב ברכות .. ה כול טוב . מזל טוב .. יאלה בואו נתפלל ל רפואתם .. ל מציאתם ..",1
ל כל ה שמאלנים ה אפסים ש רוממות ה דמוקרטיה ב לשונם ו חרב ה דיקטטורה ב ידם לא נשאר ל אתם עוד הרבה זמן ה עם הולך ו נהיה ימני יותר ה עם חוזר ל אבינו ש ב ה שמים עוד מעט כל ה אספסוף ה ערב רב ש יש בקרב אנחנו כולל ה נשיא ה אפס ה זה יהיו מאובנים ב ה מוזאון זו שירת ה ברבור של אתם,1
מה לעשות ש אנחנו אוהבים יהודים ..,0
"רובי יקר , ראוי ראוי ראוי ..",1
סטן,1
"איזה יופי , מאחל ל אתם עוד הרבה , המון שנים משותפות , של אושר , רעות ו אהבה עד 120 !",1
חג שבועות שמח ל אתה ו ל כל משפחתך ש תצליח ב בחירות ל נשיאות ו תהיה נשיא מדינתנו ראוי ל ה תפקיד ה מכובד ה זה,1
"כל ה כבוד כבוד ה נשיא , חזק ו אמץ ב דרכך לרדוף צדק ו מוסר ב ארצנו . מי יתן ו ירבו מנהיגים כמו אתה .",1
רובי חג שמח ו הצלחה ב בחירות ל ה נשיאות .,1
"תתבישו ל אתם אזרחי ישראל על ה התלהמות , לפחות חלק הכה את הם . כבוד נשיא מדינת ישראל עלה ו ה צלח ו ה משך להרים את קרנו של ה עם ה זה",1
מחזק ידך . חבל רק ש אפילו תפיסות בסיסיות של כבוד אדם ו זכויות אדם מתייגות את אתה כ שמאלני . ל ה מצב ה זה התדרדר ה מחנה מן אנחנו באת . גם ז בוטינסקי הוא שמאלן מדי עבור ה מחנה ה זה ..,1
מזל טוב ו ב שעה טובה אני לא חושב ש יש איש ב ה מדינה מגיע ל הוא את ה תפקיד ה זה יותר מן אתה מאחל ל אתה המון הצלחה,1
רובי הו איש של ה עם צנוע ו מוכשר הו ידע ל ה חבר את ה עם איפוה ש צריך ב הצלחה כבוד ה נשאי .,1
יישר כוח כבוד ה נשיא על פעולך,1
ש כ חת ל ציין כבוד ה נשיא אך לא ב בית ספרנו . אסור ל מדינת ישראל לתת יד ל התבוללות . ו בודאי לא לעודד . אולי הפעם היתה עדיפה השתיקה מצד כבודו .,0
יחי !. יחי ! יחי ! נשיא מדינת ישראל ו מי ש לא אוהב את אתה מפסיד . ב הצלחה !!,1
קברן,1
איזה עולם אכזר,1
יענו הוא רוצה להראות דמוקרט ו נשיא ל כלם אני אשית לא סובל את אתה .. ו אתה נהיתה נשיא מ חוסר ברירה ..,0
עוד אחד ש שפיותו מוטלת ב ה ספק ו ה פך להיות פרו ערבי על מנת להיבחר ל ה תפקיד ה כל כך מיותר ה זה,0
ל ה נשיא ה יקר ברכותי על בחירתך ה צודקת ו ה נכונה . יישר כוח .,1
ב הצלחה !!,1
איזה יופי כל ה קופים ה פשיסטים קופצים ש מעמידים מול הם הראה את היא .,1
יפה כמו אמא של היא,1
סקס,1
ב ברכה ! אנושיות ו רגישות .,1
אי אפשר היה לנסח את זה טוב יותר . אני שמח ש את היא ה נשיא של אנחנו !!,1
המזורגג,1
מסית,1
"כבוד ה נשיא , אם אתם כבר הורסים את ה בתים של ה חוטפים תרססו יחד עם ה משפחה . ל מה אנחנו צריכים לרחם עליהם ?? צריך לפגוע ב הם .. ו ה נקמה הכי מתוקה ל בנות יישוב יהודי איפה ש הם נימצאו..ובכלל להרחיב את ה יישובים ה יהודים ב ה אזורים ה הם",0
ב הצלחה מקווה ש תעשה יותר ו תדבר פחות ו תדאג ל אנחנו נתיני ישראל מי קטן מי גדול כ אחד,1
כמה כאב ילד קטן ש צריך להמשיך לשחק ו לצחוק מלאך קטן תתנחמו מש מים .. .,1
אהבתי ו התרגשתי ו אני מפיצה ..,1
אתה אדם דגול .,1
ב הצלחה ל ה סבא הכי מגניב !! ו ל ה נכד ה חמוד ש תמשיכו ל הנות יחד תמיד כל ה משפחה !!,1
ה כל בזכות ו לא ב ה חסד תבורך אדוני ה נשיא,1
"שבת שלום ל אתה ו ל בני משפחתך אנו גאים ב אתה ו מאושרים ש נבחרת , למרות ש לא היה ספק ש תבחר .",1
אני נסיך ו אתם אנשים מסכנים ש מעודדים התבוללות ב ה עם ה יהודי תיסעו לחו ל תעשו שם מה ש אתם רוצים לא כאן ב ארצנו ה קדושה אז ל כל ה מתלהמים אחורה פנה ו קדימה צעד ..,0
גם פה הוא אומר מירושלים כמו ב רשתות ה רדיו .. o.O,0
"קשה מאוד , קשה מאוד להכיל דבר כ ה זה , ה יקום דמו .",1
הצלחה ב ה תפקיד ה נעלה,1
ww.mahaketa.co.il 2014 08 blog post 16 . html מה קרה שם בעצם ב פחות מ 200 מילה,0
"ה הדר ה ז בוטינסקאי ה מפוקפק גורם ל אתה מר ריבלין , לדבר פשוט שטויות . אף אחד לא מייחל ל מותו או ל פגיעה חלילה ב ערבי מן ה שורה . ה בעיה היא פשוט ב נישואי התבוללות , ש זה פשוט אסור מן ה תורה . נקודה . ו לא תעזור שום הצטדקות . אין ל ה זה שום קשר ל דו קיום . אני תמכתי ב בחירתך , אתה ב דרך כלל אדם הגון , אבל כש ה הדר ה ז בוטינסקאי עלה את היא ל אתה ל ראש , ה תוצאות הרות אסון . ב כל מקרה ש יהיה ב הצלחה כ נשיא , ו תשתדל כתוב דברים יותר הגיוניים ו חכמים .",0
רק אל תשכח ש את היא ה נשיא של ה מדינה ה יהודית .,0
נשיא מדינת ישראל איש נפלא עם נשמה מדהימה אדם רגשן ו מרגש תמיד אהבתי את אתה עלה ו ה צלח,1
ב ה הצלחה מחר כבוד ה נשיא,1
חג שבועות שמח ל כל בית ישראל מאחלים הנהלת עמותת תנו יד ל חירש נכים למען נכים ו ארגון ארצנו ה חברתית,0
מה לגבי ה ילדים ב ה שכונות ה מזרחיות של ירושלים ? שם משלמים ארנונה אבל אין מספיק גנים ו אין מספיק בתי ספר . מקווה ש תהיה נשיא של כל ירושלים .,0
"אחרי ש פטרנו מ עונשו של פרסקי , חשבתי ש סוף..סוף .. אני יוכל לומר ל אתה אדוני ה נשיא .. אך האומנם ?? ממש .. ממש .. לא . נשיא מדינת ה יהודים ש מצודד ב התבוללות הוא לא ה נשיא של אני .",0
אתה הכי ראוי ל נשיאות .. ה אדם ה נכון ב ה מקום ה נכון,1
אכן אני מבינה את עמדתך כבוד ה נשיא . מ צד שני אני לא כל כך מבינה את הכרח ה משפחה לציין את דעתם . לפרסם את ה נושא ב כל ה תקשורות . אכן ה מדינה היא מדינה יהודית ו חונכנו על ערכים . אני בהחלט מאחלת ל הם מזל טוב אם אכן הם בחרו ב ה דרך ה נכונה . ב אותה הזדמנות תרשה לבקש להעביר דרישת שלום ל אליעזר מני .,0
לו יהי !,1
ברכות מ קרב לב ! https ww.facebook.com newlikud photos a.180662728695731.39023.180649245363746 626410394120960 ?type 1 theater,1
מאמינה ב אתה אתה איש אציל,1
שבת שלום ל ה איש . ה צנוע ו נחבא ל ה כלים . לא . כנסת . ישראל בחרה ב אתה . אלא ה עם ישראל בחר ב אתה ש בת שלום ל נשיא ישראל . ראובן ריבלין . ה יושב ב ירושלים עיר ה קודש,1
ה לואי על כולם אהבה כ ה זאת,1
מקווה ב כל ליבי ש כ שאר נשיא חדש יכנס אולי כמה דברים יוכלו להשתנות . כמה דברים ש יפחיתו את טעם ה בושה של ל היות אזרחים ב מדינה כ ה זאת,0
ה יחיד ש ראוי ל היות ה נשיא של מדינת ישראל ב הצלחה אם היה תלוי ב ה עם ה כל היה נראה אחרת ב כל זאת כבוד ה נשיא ב הצלחה 3 3 3 !,1
אוהבים את אתה ה נשיא של ישראל .,1
איזה ילד מ אמי .. עצובב,1
הכי ראוי ש יש ! ב ליבי ידעתי ש רק רובי חייב להיות נשיא מדינת ישראל ! אם אתה זוכר ב אזכרה שנה ל מותה של בתי סגן הילה בצלאלי אמרתי רובי ה נשיא ה בא של מדינת ישראל ! איש יקר,1
בושה ממלאת את אני לקרוא תגובות כ אלו.לקריאה ברורה ו מיידית ל כולם.די ל אלימות .,1
ב ה הצלחה כבודו,1
"יש ל אני חלום ש משחקים ש מתקיימים ב סכנין יהיו נקיים מ מחבלים ש מניפים דגלי אשף . יש ל אני חלום ש פוליטיקאים ב ישראל יתחילו לייצג את עם ישראל ו יפסיקו להתייפיף בשביל להזכר ב דפי ה דמיון של הם . יש ל אני חלום ש עם ישראל ו נתיני מדינת ישראל ה נאמנים יקבלו יותר . יש ל אני חלום ש ה מיעוטים ה נאמנים יקבלו אפשרויות גדולות יותר מ ה מעוטים ה לא נאמנים , דוגמת ח כ מ ה סיעות ה בוגדות בלד ו כו , , , יש ל אני חלום ש ה בוגדים ו ה מחבלים יקבלו הוצאה ל ה הורג , לאחר ש תוכח אשמתם . ו יש ל אני עוד הרבה חלומות טובים מ של אתה יקיר ה עם ו נשיאה ה מכובד . תפסיקו לדחוף את ה ערבי ה מסכן ו תתחילו להתיחס ל כולם כ תושבי ה מדינה",0
ה לב נחמץ להפרד מ ילד רך אין מילים להביע תנחומיי,1
ב הצלחה ל נשיאנו .. יחי נשיא מדינת ישראל,1
סליחה טעות זאת פריחת ה רימון,0
ש בת שלום איש יקר ו ל משפחתך,1
איזה יופי כ ה זה דבר עוד לא ראינו הלואי מחר ב שעה כ ה זו ש אתה תהיה ה נשיא,1
גם ל אתה ב בית ה נשיא,1
ה אוהבים את אתה,1
אדוני ה נשיא . אם ה דמוקרטיה ו עתיד ה דו קיום חשובים ל אתה עשה מעשה ו ל אתה להיות אורח של כבוד ב ה חתונה ה זאת .,1
לא פלא ש ה קב ה מעניש את אנחנו . אנו לא ראויים ל ה מדינה . כ ניראה ש אנו זקוקים ל עוד גלות כדי להעריך נכון.את ה כתוב . אשר בחר ב אנחנו מ כל ה עמים,0
תודה אדוני ה נשיא,1
שבת שלום ל נשיאנו ל חיילנו ו ל כל בית ישראל ו ש ב ע ה ישובו ה בנים ב שלום .,1
